user_answer,right_answer,score,Similarly
Japan to deport Chinese held over island landing,German court weighs delay to euro fund ruling,0.0,9.665429
Some Syria violence amounts to civil war-Red Cross,Some Syria violence qualifies as civil war -Red Cross,0.88,97.4247
Romney Wins Nevada Caucus,Romney shifts focus to Santorum ahead caucuses,0.2,61.736725
Apple iPad mini makes debut,Apple iPad mini makes debut in Asia,0.68,80.97305
Hamas hangs three Gaza prisoners,Myanmar announces release of prisoners,0.12,25.557741
East Timor votes in presidential election,Venezuelans urged to vote in presidential election,0.2,41.835423
Sunday Times journalist Marie Colvin killed in Syria,"Sunday Times journalist, French photographer 'killed in Syria'",0.56,61.372215
KL shares higher at mid-afternoon,KL shares lower at mid-morning,0.32,90.54006
Chicago teachers strike in bitter contract dispute,Chicago teachers union delegates could end strike,0.48,75.673096
Israel to free Palestinian hunger striker,Israel asks US for arms that could aid Iran strike,0.16,40.81258
Not a good beginning: Hollande's plane hit by lightning en route to Berlin,French President Francois Hollande's plane hit by lightning en route to Berlin,0.88,77.57738
Afghan Parliament Votes to Oust Key Ministers,Afghan parliament votes to remove key ministers,0.96,89.14274
Attacker in Afghan uniform kills 2 NATO troops,Man in Afghan army uniform kills NATO soldier,0.68,79.65399
Cheap generics no panacea for India’s poorest,Cheap cancer drugs no cure for India's poorest,0.76,62.362816
'Arrest warrant' for Maldives ex-president,Maldives court issues arrest warrant for former president,0.9,94.243484
HRW: Jordan turning away Palestinian refugees from Syria,Report: Jordan biased over Palestinians from Syria,0.44,79.20795
Syrian forces overrun rebel stronghold,Syria army takes northern rebel stronghold,0.8,78.07978
Chinese stocks close higher midday Friday,Chinese stocks open lower Friday,0.2,79.624954
"Sandy slams into Northeast; at least 18 dead, 7.4M without power","Eastern U.S. storms leave 2 dead in Va., 2 million without power",0.52,46.741695
Putin Declares Victory in Russia Presidential Vote,Complaints in Russian election mount,0.2,44.916492
Supreme Court to Hear Voting Rights Act Case,Supreme Court to hear corporate human rights case,0.28,62.68229
Libya postpones assembly election to July 7,Libya postpones landmark election to July 7,0.8,88.44573
London 2012 Olympics Opening Ceremony 'to feature a green and pleasant land',"London 2012 Olympics: Opening Ceremony to be a 'green and pleasant land', says Danny Boyle",0.84,83.38417
Pakistan blocks Twitter over anti-Islamic material,Pakistan blocks Twitter over 'blasphemy',0.76,74.91617
Annan to visit Syrian refugees in Turkey Tuesday,Annan to visit Syrian refugees in Turkey before Iran,0.76,95.58273
Pakistani PM shocked at avalanche trapping army personnel,Pakistan avalanche: rescuers search for buried soldiers,0.48,59.04075
Opposition leaders emerge to commemorate Cambodian workers' deaths,Cambodia opposition leaders summoned to court,0.08,52.90235
Mali due to vote for president,Mali Counts Votes After Presidential Runoff,0.44,67.379585
Pussy Riot member Alyokhina released from jail in Russia,Pussy Riot member Maria Alyokhina freed from jail,0.88,84.68423
Asiana jet crash lands at San Francisco airport,Plane crash lands at San Francisco airport,0.72,84.13998
"Blizzard hammers U.S. Northeast, five dead, 700,000 lose power","Blizzard wallops US Northeast, closes roads",0.44,51.75017
2 French Journalists Killed in Mali,Two French journalists killed in Mali,1.0,99.44598
Vehicles ablaze in collapsed Japan tunnel,Vehicles 'left burning' as smoke emits from Japan tunnel,0.84,67.59865
China stocks close lower on Friday,China stocks close higher on Wednesday,0.36,91.22209
Mayor says 14 dead in Texas fertilizer plant blast,Rescuers search for survivors of Texas fertiliser plant blast,0.28,62.758106
CBN reiterates plan to phase out polymer notes,Nigeria announces plans to change polymer Naira notes,0.44,59.97786
U.S. files espionage charges agains NSA leaker,US files espionage charges against Snowden over leaks,0.76,84.16139
Chinese general's son gets 10 years jail for rape,Chinese general’s son gets 10 years’ jail for gang-rape,0.84,94.8001
Where's Rusty? Red panda vanishes from National Zoo,Missing red panda returned safely to National Zoo,0.4,73.26099
Queen Beatrix of The Netherlands to abdicate for son,Queen Beatrix of the Netherlands abdicates in favour of son,1.0,98.43574
U.S. dumps bombs at Great Barrier Reef,U.S. military jettisons bombs near Australia's Great Barrier Reef,0.76,80.98196
38 Taliban militants killed in Afghanistan,Taliban attacks US base in Afghanistan,0.24,61.32232
Most powerful typhoon of 2013 hits the Philippines,23 Missing as Typhoon Utor Hits Philippines,0.44,55.381893
Calls for more Egypt protests,Death toll from Egypt protests rises to 49,0.28,65.16135
US government 'on the edge of shutdown',Obama rejects GOP offer to ease shutdown,0.48,39.80534
123 killed in fighting in northern Syria,Many killed in Syrian air strike,0.6,66.67553
Critics say Putin’s security restrictions violate rights,Putin's security decree for Sochi draws ire of critics,0.64,65.62296
"Egypt braces for more protests, prays for calm","Egypt braces for more protests over Morsi, prays for calm",0.76,90.55776
Morsi supporters protest in Egypt,Morsi backers defiant in face of Egypt govt threat,0.6,74.49121
Stocks rise in early trading,US stocks ease in choppy trading,0.4,40.785305
Bangladesh building collapse death toll hits 540: army,Bangladesh building-collapse toll tops 600,0.56,81.02449
Defiant Mugabe sworn in for seventh term blasts 'vile' West,Mugabe sworn in for another term,0.8,69.732574
Nelson Mandela in Hospital for Tests,South Africa: Mandela in hospital for tests,0.92,89.998856
"Iran, six global powers sign landmark nuclear deal","Iran, world powers agree nuclear deal",0.8,82.84775
Algeria Mounts Military Operation to Rescue Al Qaeda Hostages,Algeria mulls international force for hostages,0.44,76.05497
Delhi gang rape victim dies in Singapore hospital,Delhi gang rape victim flown to Singapore hospital,0.68,85.47722
Birth Control Linked With Higher Glaucoma Risk,Contraceptive pill 'doubles glaucoma risk',0.68,85.3231
Malaysia sets May 5 as date for closely contested election,Malaysia sets date for landmark elections,0.68,83.040726
Dhawan smashes India to big win over South Africa,Dhawan ton sets up India Trophy win over South Africa,0.84,74.851395
N Korea postpones family reunions,North Korea postpones war-torn family unions,0.76,71.287605
"Syria rejects US, UK chemical arms claims",US suspects Syria used chemical weapons,0.52,75.3088
Egypt arrests Muslim Brotherhood Supreme Guide,Egypt bans Muslim Brotherhood group,0.44,75.51141
Gunmen kill nine people in northwest Pakistan,Gunmen kill 3 policemen in Iraq,0.08,45.83668
News summary for March 11,News summary for January 14,0.36,75.05138
Hawaii passes gay marriage bill,US Senate passes gay workers bill,0.2,58.677845
Syrian Opposition Urges EU to Send Arms to Rebels,Syrian opposition meets to choose interim PM,0.32,43.583317
Funeral of Oscar Pistorius' girlfriend Reeva Steenkamp takes place,Oscar Pistorius 'shot Steenkamp in bathroom',0.32,66.52447
Two firefighters killed in New York ambush,Two New York firefighters in guarded condition after deadly ambush,0.52,87.23827
"Ten rescued off Waterford, Dublin coasts",Six rescued after boat capsizes in Dublin Bay,0.52,74.36737
Mars rover collects first bedrock sample,Wawrinka reaches first grand slam final,0.0,7.164602
Ankeet Chavan granted conditional bail for marriage,Ankeet Chavan granted bail to get married,0.88,93.19852
Man who battled Fukushima disaster dies of cancer,Former plant chief who battled Fukushima disaster dies of cancer,0.68,89.41743
Iran says nuclear talks to resume next month,Iran says capable of jamming foes' communication systems,0.12,39.861813
US authorities charge man in ricin probe,South African police arrest 50 in farm protest,0.0,17.266392
25 bodies found at raided Algerian gas plant,25 more bodies found at Algerian gas plant,0.88,90.2661
Ferrer cruises into Australian Open quarter-finals,Ferrer beats Nishikori to advance to Australian Open quarterfinals,0.72,70.619675
UBS settles US mortgage lawsuit,UBS settles US mortgage lawsuit and takes £600m charge,0.6,85.8811
"North, South Korea agree to talks","North, South Korea hold rare talks",0.76,80.996895
Gunmen kill female politician in Pakistan,Gunmen kill 5 female teachers in Pakistan,0.44,73.09028
Kardashian Divorce Ready for Trial,Hard-hit hotels ready for price war,0.0,10.593981
New Zealand set to legalise gay marriage,New Zealand votes to legalise same-sex marriage,0.92,86.2496
"Syria regime claims evacuation of 5,000 near Damascus",Syria army continues mop-up operations near Damascus,0.32,58.535374
Nobel Prize winning author Doris Lessing dies,Nobel laureate Doris Lessing dies at 94,0.92,93.608444
"Internet, phone service restored in Syrian capital",Internet service resumes in Syria,0.84,77.9712
Syrian PM Survives Bomb Attack,Syrian PM survives bomb attack in capital,0.76,93.288086
